value,df,idf,tf_idf
least,121,6.646865111799703,0
words,109,6.750405790740543,0
consecutive,174,6.286100182609445,0
increasing,130,6.5756888333318075,0
longest,317,5.688834773752782,0
pka5667,1,10.757738975973014,0
set-2,58,7.373348712627239,0
subsequence,211,6.094299881860946,0
|,8509,2.4018889349655392,0
2,875,4.675520065596567,0
maximum,896,4.651830294474163,0
minimize,149,6.440250862436703,0
numbers,927,4.617854423746758,0
pranjuldwivedi120568,1,10.757738975973014,0
product,297,5.753792670027554,0
set,3131,3.401459099422265,0
swaps,49,7.538863151104813,0
two,969,4.57359008503553,0
using,2507,3.6236452547801474,0
don’ts,2,10.352273867864849,0
do’s,2,10.352273867864849,0
ishasharma9,2,10.352273867864849,0
self-taught,3,10.064591795413069,0
calculate,115,6.697295965426594,0
decomposition,16,8.617672812476743,0
diagonal,27,8.118681646357755,0
elements,1107,4.440574289225729,0
l-shape,1,10.757738975973014,0
matrix,473,5.289678834837883,0
prophet1999,11,8.965979506744958,0
removing,102,6.816157168303323,0
count,1156,4.397300429339282,0
given,2091,3.8050103313481456,0
manishguptagkp06,2,10.352273867864849,0
palindromic,91,6.929097579483919,0
rows,68,7.2167796519357,0
equal,479,5.277100052631022,0
find,1640,4.0478250654428685,0
less,110,6.741355955220625,0
mayank007rawa,2,10.352273867864849,0
ayonssp,1,10.757738975973014,0
linux?,37,7.813299996806573,0
mysql,82,7.032045548736361,0
difference,1220,4.343460682422254,0
even,250,5.925433217401175,0
leaf,72,7.160426715384568,0
level,109,6.750405790740543,0
odd,205,6.1230099877433775,0
vineetsharma36,2,10.352273867864849,0
based,138,6.516412223402267,0
coding,98,6.855766306398369,0
companies,21,8.359843703174644,0
must,37,7.813299996806573,0
questions,143,6.481072856956958,0
jsp,9,9.148301063538913,0
page?,3,10.064591795413069,0
rajkumbaji3707,1,10.757738975973014,0
1,881,4.668694100526167,0
2×2,2,10.352273867864849,0
harshdeepmahajan88,12,8.885936799071423,0
reduce,56,7.4078348886984084,0
size,251,5.921457069021535,0
submatrices,13,8.8118288269177,0
cs,448,5.343863268790705,0
gate,923,4.622174084891275,0
india,44,7.644223666762639,0
mock,43,7.666696522614698,0
test,86,6.984978037878375,0
.,8,9.25366157919674,0
"11,",4,9.841448244098858,0
"19,",1,10.757738975973014,0
"29,",2,10.352273867864849,0
"41,",2,10.352273867864849,0
"5,",4,9.841448244098858,0
first,351,5.587254980934862,0
lucidcoder121,1,10.757738975973014,0
n,817,4.744023819930211,0
series,156,6.394640351184651,0
terms,29,8.049688774870804,0
2021,435,5.3732439131839245,0
amazon,686,4.91855186431061,0
experience,3852,3.1942788119068015,0
internship,427,5.391762960951162,0
interview,4321,3.0794126194661278,0
wow,12,8.885936799071423,0
distances,17,8.560514398636794,0
element,664,4.9510991158771045,0
hamming,13,8.8118288269177,0
minimised,1,10.757738975973014,0
siddharthsinghvats,1,10.757738975973014,0
refertoyash,3,10.064591795413069,0
repeated,61,7.323751771487867,0
subsets,91,6.929097579483919,0
unique,104,6.796925806375436,0
adjacent,165,6.338898368176416,0
frequency,111,6.732387285237865,0
print,626,5.009939615900038,0
repeating,33,7.924525631916797,0
sourabhnaikssj,5,9.659126687304903,0
string,1305,4.276161846696583,0
major,12,8.885936799071423,0
recruitment,41,7.713216538249591,0
trends,10,9.052990883734589,0
watch,3,10.064591795413069,0
yuvraj10,5,9.659126687304903,0
bulma,5,9.659126687304903,0
select,57,7.39044314598654,0
sizes,15,8.678297434293178,0
vpsop,4,9.841448244098858,0
8-12,1,10.757738975973014,0
bi-wizard,1,10.757738975973014,0
class,440,5.361841281086113,0
school,7,9.371444614853123,0
students,31,7.985150253733233,0
tournament,6,9.504976007477646,0
adobe,86,6.984978037878375,0
misbahanjumn,1,10.757738975973014,0
shecodes,2,10.352273867864849,0
(on-campus),700,4.898378269498369,0
groww,3,10.064591795413069,0
krishrustagi,2,10.352273867864849,0
ase,4,9.841448244098858,0
deepakyadav9,1,10.757738975973014,0
health,25,8.192789618511476,0
legato,1,10.757738975973014,0
on-campus,509,5.2164754308145875,0
technologies,63,7.292003073173287,0
?,905,4.64184685048998,0
amansingla,30,8.016898952047812,0
execute,11,8.965979506744958,0
multiple,190,6.198612728486329,0
promises,3,10.064591795413069,0
sequentially,2,10.352273867864849,0
cell,34,7.895538095043546,0
cost,128,6.591073752171287,0
dekay,17,8.560514398636794,0
"horizontal,",1,10.757738975973014,0
moves,43,7.666696522614698,0
reach,105,6.787447062420892,0
vertical,40,7.737314089828651,0
ambiguity,7,9.371444614853123,0
ambiguous,5,9.659126687304903,0
c++,1182,4.375077292554572,0
call,39,7.762006702419023,0
error:,2,10.352273867864849,0
function,733,4.8523771279184436,0
overloaded,6,9.504976007477646,0
overloading,52,7.480594242980837,0
sathiyamoorthics19,2,10.352273867864849,0
‘function(x)’,1,10.757738975973014,0
convention,2,10.352273867864849,0
devaciusaboveall789456,1,10.757738975973014,0
naming,3,10.064591795413069,0
2nd,9,9.148301063538913,0
ascending,21,8.359843703174644,0
descending,25,8.192789618511476,0
nishithjbaravkar,1,10.757738975973014,0
pairs,357,5.570353170132258,0
sorting,107,6.76875492940874,0
vector,105,6.787447062420892,0
large,81,7.044166909268705,0
navihere,2,10.352273867864849,0
sorted,244,5.949627945988232,0
arrays,243,5.9537179312397575,0
conditions,56,7.4078348886984084,0
left,95,6.886537965065123,0
maximize,198,6.1575813318084665,0
reducing,21,8.359843703174644,0
singhh3010,3,10.064591795413069,0
value,396,5.466949875845769,0
cars,6,9.504976007477646,0
cluster,3,10.064591795413069,0
dee062001,1,10.757738975973014,0
expected,8,9.25366157919674,0
formed,142,6.488041526273052,0
infinite,17,8.560514398636794,0
number,1991,3.853991718388415,0
road,6,9.504976007477646,0
courses,12,8.885936799071423,0
learn,71,7.174220037516903,0
new,84,7.008234900042642,0
skills!,1,10.757738975973014,0
tech,20,8.406363718809537,0
(c1),2,10.352273867864849,0
engineer,248,5.933433260068251,0
mindtree,10,9.052990883734589,0
off-campus,132,6.560537028311205,0
software,539,5.159317016974639,0
ashugupta917gfg,21,8.359843703174644,0
consider,8,9.25366157919674,0
hackathons,1,10.757738975973014,0
learning,133,6.553046356582048,0
machine,138,6.516412223402267,0
solutions,95,6.886537965065123,0
unthinkable,7,9.371444614853123,0
abhishek1110,1,10.757738975973014,0
distinct,227,6.0215405275785185,0
sized,8,9.25366157919674,0
subarrays,164,6.344940682632378,0
built-in,7,9.371444614853123,0
calling,8,9.25366157919674,0
case,46,7.6007385548229,0
converted,14,8.742835955430749,0
method,669,4.943608444147947,0
mrtwinklesharma,7,9.371444614853123,0
returns,4,9.841448244098858,0
upper,20,8.406363718809537,0
c,823,4.7367156266234876,0
identity,10,9.052990883734589,0
program,1428,4.186155978603091,0
rashimnarayantiku,1,10.757738975973014,0
goldman,148,6.4469398505874995,0
sachs,147,6.453673882768844,0
amiyaranjanrout,38,7.787324510403312,0
boot,13,8.8118288269177,0
crud,10,9.052990883734589,0
operations,224,6.034785754328539,0
spring,23,8.272832326185014,0
(off-campus),109,6.750405790740543,0
abhishek0503,1,10.757738975973014,0
hat,11,8.965979506744958,0
red,13,8.8118288269177,0
bhuwanesh,15,8.678297434293178,0
examples,585,5.0775663669559465,0
maps,7,9.371444614853123,0
database,103,6.806495257391586,0
graph,251,5.921457069021535,0
introduction,357,5.570353170132258,0
jhimlic1,3,10.064591795413069,0
nosql,6,9.504976007477646,0
anamika62,1,10.757738975973014,0
decision,24,8.232010331664759,0
diagram,25,8.192789618511476,0
mean,48,7.559065858422333,0
shivam.pradhan,93,6.907591374262955,0
sides,20,8.406363718809537,0
atmost,22,8.31539194060381,0
partition,43,7.666696522614698,0
partitions,17,8.560514398636794,0
shreyanshgupta838,5,9.659126687304903,0
"[0,",6,9.504976007477646,0
containing,48,7.559065858422333,0
m),2,10.352273867864849,0
q,34,7.895538095043546,0
query,82,7.032045548736361,0
range,376,5.518640969084948,0
updates,21,8.359843703174644,0
values,214,6.080248128405296,0
ask,2,10.352273867864849,0
job?,5,9.659126687304903,0
referral,1,10.757738975973014,0
either,30,8.016898952047812,0
i/2,1,10.757738975973014,0
largest,258,5.894058094833421,0
present,90,6.940026650016109,0
upto,33,7.924525631916797,0
0s,48,7.559065858422333,0
1s,87,6.973549342054753,0
amrithabpatil,5,9.659126687304903,0
generate,119,6.663394413750913,0
length,390,5.482178596547593,0
strings,298,5.750442583142273,0
itzakm33,1,10.757738975973014,0
microsoft,301,5.740459139158089,0
sde-i,16,8.617672812476743,0
experienced,64,7.276498886637322,0
year,59,7.356541594310858,0
course,46,7.6007385548229,0
free!,3,10.064591795413069,0
get,250,5.925433217401175,0
interview-ready,1,10.757738975973014,0
preparation,27,8.118681646357755,0
winter,1,10.757738975973014,0
"[l,",48,7.559065858422333,0
geekyss,7,9.371444614853123,0
peaks,3,10.064591795413069,0
permutation,95,6.886537965065123,0
r],50,7.519060523808633,0
valleys,2,10.352273867864849,0
x,226,6.025936139051557,0
map,79,7.0688595218590775,0
tuples,33,7.924525631916797,0
arduino,1,10.757738975973014,0
custom,53,7.461902109968685,0
durveshnp,1,10.757738975973014,0
library,88,6.962249786800819,0
(matrix),1,10.757738975973014,0
2d,63,7.292003073173287,0
columns,53,7.461902109968685,0
pintusaini,66,7.246193537141993,0
reverse,170,6.309222600030299,0
(csp)?,1,10.757738975973014,0
communication,30,8.016898952047812,0
provider,1,10.757738975973014,0
ravkumar909,2,10.352273867864849,0
service,29,8.049688774870804,0
(wff),1,10.757738975973014,0
engineering,143,6.481072856956958,0
formulas,3,10.064591795413069,0
mathematics,88,6.962249786800819,0
sjasandeep7,1,10.757738975973014,0
well,4,9.841448244098858,0
6,191,6.193390784505177,0
akvs,2,10.352273867864849,0
dividing,22,8.31539194060381,0
minimum,933,4.611409718304117,0
multiplying,22,8.31539194060381,0
es6,16,8.617672812476743,0
operator,137,6.5236324713757545,0
spread,4,9.841448244098858,0
torq1284,3,10.064591795413069,0
anjalishukla1859,13,8.8118288269177,0
concepts,16,8.617672812476743,0
mole,2,10.352273867864849,0
problems,42,7.689686040839397,0
bunny09262002,1,10.757738975973014,0
gcd,91,6.929097579483919,0
occurring,32,7.954378595066479,0
jacob27,1,10.757738975973014,0
split,102,6.816157168303323,0
compare,26,8.15504929052863,0
floating-point,4,9.841448244098858,0
iramkhalid24,7,9.371444614853123,0
notations,6,9.504976007477646,0
scientific,5,9.659126687304903,0
credit,6,9.504976007477646,0
suisse,3,10.064591795413069,0
greater,164,6.344940682632378,0
harshalkhond,11,8.965979506744958,0
next,84,7.008234900042642,0
convert,346,5.601561376586099,0
jainuditkumar,4,9.841448244098858,0
(virtual),53,7.461902109968685,0
sde-2,38,7.787324510403312,0
walmart,47,7.579685145625068,0
fidelity,10,9.052990883734589,0
investments,9,9.148301063538913,0
anushikasethh,3,10.064591795413069,0
end,111,6.732387285237865,0
jumps,33,7.924525631916797,0
smallest,281,5.808979085594846,0
algebra?,1,10.757738975973014,0
equals,32,7.954378595066479,0
saraswatgaurang,3,10.064591795413069,0
‘i’,2,10.352273867864849,0
bar,42,7.689686040839397,0
bottom,37,7.813299996806573,0
flutter,137,6.5236324713757545,0
navigation,18,8.506447177366518,0
rajenderkatkuri7,1,10.757738975973014,0
android,366,5.545524308478389,0
deathmukh,1,10.757738975973014,0
device?,3,10.064591795413069,0
php,331,5.6457511876164705,0
boundary,24,8.232010331664759,0
kth,82,7.032045548736361,0
ucs19444,1,10.757738975973014,0
linked,451,5.337203976700728,0
list,826,4.733081461509268,0
nirajgusain5,5,9.659126687304903,0
nodes,320,5.679445033402943,0
order,254,5.909622611374533,0
position,91,6.929097579483919,0
form,251,5.921457069021535,0
indices,68,7.2167796519357,0
rishabhbatra53,3,10.064591795413069,0
hrithik2108,1,10.757738975973014,0
literals,15,8.678297434293178,0
multi-line,4,9.841448244098858,0
template,47,7.579685145625068,0
write,93,6.907591374262955,0
hiring,24,8.232010331664759,0
smart,26,8.15504929052863,0
tcs,178,6.263500350692204,0
certification,13,8.8118288269177,0
infosys,75,7.120152816246628,0
infytq,18,8.506447177366518,0
background,45,7.622244760043864,0
color,84,7.008234900042642,0
skyridetim,16,8.617672812476743,0
hsbc,19,8.45515388297897,0
prateeks778,1,10.757738975973014,0
tse,1,10.757738975973014,0
blocked,3,10.064591795413069,0
scoped,2,10.352273867864849,0
variables,79,7.0688595218590775,0
java,1823,3.9420989858986824,0
sort,327,5.6578725481488155,0
wave,13,8.8118288269177,0
harshsethi2000,18,8.506447177366518,0
interface,62,7.307751430141426,0
java.net.filenamemap,1,10.757738975973014,0
developers,25,8.192789618511476,0
ides,6,9.504976007477646,0
jetbrains,1,10.757738975973014,0
suryadbdeveloper,4,9.841448244098858,0
batch,21,8.359843703174644,0
ends,15,8.678297434293178,0
remove,200,6.147581248473883,0
script,70,7.188206279491643,0
thenavneet,5,9.659126687304903,0
bash,32,7.954378595066479,0
initialize,16,8.617672812476743,0
meetgor,33,7.924525631916797,0
scripting,21,8.359843703174644,0
iterating,10,9.052990883734589,0
fileinputstream,3,10.064591795413069,0
getchannel(),1,10.757738975973014,0
data-types,2,10.352273867864849,0
luizashaikh1,1,10.757738975973014,0
non-primitive,1,10.757738975973014,0
primitive,11,8.965979506744958,0
check,917,4.628688765912468,0
variable,79,7.0688595218590775,0
application,132,6.560537028311205,0
framework,44,7.644223666762639,0
gauravgandal,5,9.659126687304903,0
optiva,1,10.757738975973014,0
scanner,20,8.406363718809537,0
vulnerabilities,4,9.841448244098858,0
web,167,6.3269221771297,0
"(i,",16,8.617672812476743,0
a[j]<a[k]<a[i],1,10.757738975973014,0
i<j<k,2,10.352273867864849,0
index,159,6.375712341299132,0
"j,",9,9.148301063538913,0
k),11,8.965979506744958,0
triplets,56,7.4078348886984084,0
anuragayu,3,10.064591795413069,0
happen,4,9.841448244098858,0
one,319,5.682565160739187,0
return,48,7.559065858422333,0
time?,3,10.064591795413069,0
tried,1,10.757738975973014,0
ad,4,9.841448244098858,0
anupamtiwari99,1,10.757738975973014,0
competitive,75,7.120152816246628,0
hoc,4,9.841448244098858,0
programming?,14,8.742835955430749,0
codersaty,15,8.678297434293178,0
equation,46,7.6007385548229,0
line,128,6.591073752171287,0
passing,31,7.985150253733233,0
points,103,6.806495257391586,0
straight,21,8.359843703174644,0
alternate,54,7.443552971300488,0
another,168,6.320987441609885,0
merge,97,6.865918677862387,0
positions,34,7.895538095043546,0
deft1991,1,10.757738975973014,0
game,140,6.50212626615479,0
pattern,215,6.075607748848794,0
prototype,8,9.25366157919674,0
server,91,6.929097579483919,0
consumption:,1,10.757738975973014,0
dictionary,117,6.6802015320672945,0
memory,124,6.622572419230658,0
python,2679,3.5573140830280567,0
vs,257,5.897926571611341,0
artificial,50,7.519060523808633,0
cloud,68,7.2167796519357,0
computing?,4,9.841448244098858,0
improving,2,10.352273867864849,0
intelligence,39,7.762006702419023,0
jahnavisarora791,14,8.742835955430749,0
irrational,2,10.352273867864849,0
numbers?,5,9.659126687304903,0
rationalize,1,10.757738975973014,0
deletions,19,8.45515388297897,0
insertions,11,8.965979506744958,0
kdheeraj,10,9.052990883734589,0
make,387,5.489880816909685,0
repositioning,1,10.757738975973014,0
stryker27,2,10.352273867864849,0
campaign,1,10.757738975973014,0
"live,",1,10.757738975973014,0
upgrade,2,10.352273867864849,0
upgrade!,1,10.757738975973014,0
intern+sde-1,1,10.757738975973014,0
full-stack,1,10.757738975973014,0
intern,75,7.120152816246628,0
zluri,1,10.757738975973014,0
0,105,6.787447062420892,0
cyclically,2,10.352273867864849,0
decremented,1,10.757738975973014,0
decrements,8,9.25366157919674,0
reduced,15,8.678297434293178,0
samim2000,28,8.083590326546485,0
finishes,1,10.757738975973014,0
job,44,7.644223666762639,0
performing,43,7.666696522614698,0
person,16,8.617672812476743,0
persons,19,8.45515388297897,0
still,4,9.841448244098858,0
whenever,2,10.352273867864849,0
(frontend),3,10.064591795413069,0
sde-ii,6,9.504976007477646,0
mysql?,4,9.841448244098858,0
subhajitghosh1997,2,10.352273867864849,0
swap,71,7.174220037516903,0
python3,16,8.617672812476743,0
right,132,6.560537028311205,0
rotation,35,7.867367218076849,0
move,53,7.461902109968685,0
zeroes,16,8.617672812476743,0
made,62,7.307751430141426,0
palindrome,142,6.488041526273052,0
single,94,6.897009264932418,0
subhankarjadab,3,10.064591795413069,0
type,147,6.453673882768844,0
11,117,6.6802015320672945,0
cbse,8,9.25366157919674,0
notes,17,8.560514398636794,0
physics,3,10.064591795413069,0
arithmetic,93,6.907591374262955,0
system,309,5.714313859053767,0
links,16,8.617672812476743,0
mdayyanfahim,3,10.064591795413069,0
navigating,2,10.352273867864849,0
selenium,43,7.666696522614698,0
const,19,8.45515388297897,0
keywords,15,8.678297434293178,0
let,6,9.504976007477646,0
shubhamvora05,3,10.064591795413069,0
"var,",1,10.757738975973014,0
nitupandel001,3,10.064591795413069,0
objects,78,7.081438304065937,0
anagram,27,8.118681646357755,0
deletion,17,8.560514398636794,0
manipulations,4,9.841448244098858,0
required,272,5.841414361347999,0
without,240,5.966089223042304,0
.md,1,10.757738975973014,0
add,191,6.193390784505177,0
file,332,5.642743666552515,0
gifs,1,10.757738975973014,0
github,36,7.839968243888735,0
readme,2,10.352273867864849,0
repository?,1,10.757738975973014,0
10,259,5.890204525517431,0
programmers,18,8.506447177366518,0
acceleration,2,10.352273867864849,0
center,15,8.678297434293178,0
pwc,9,9.148301063538913,0
rohitpandey1721,1,10.757738975973014,0
18eumt102,2,10.352273867864849,0
capgemini,31,7.985150253733233,0
interval,19,8.45515388297897,0
intervals,18,8.506447177366518,0
non-overlapping,19,8.45515388297897,0
problem,202,6.137680177491172,0
scheduling,68,7.2167796519357,0
corresponding,11,8.965979506744958,0
reversed,5,9.659126687304903,0
2^n,3,10.064591795413069,0
exactly,105,6.787447062420892,0
express,34,7.895538095043546,0
n+1,4,9.841448244098858,0
powers,32,7.954378595066479,0
tmprofessor,4,9.841448244098858,0
important,35,7.867367218076849,0
methods,113,6.714687708138463,0
substring,159,6.375712341299132,0
abhilashbhargavagr8,1,10.757738975973014,0
benz,4,9.841448244098858,0
graduate,17,8.560514398636794,0
mercedes,3,10.064591795413069,0
r&d,40,7.737314089828651,0
trainee,22,8.31539194060381,0
accenture,26,8.15504929052863,0
advanced,31,7.985150253733233,0
shubhajitchak98,1,10.757738975973014,0
lavishasoni1496,1,10.757738975973014,0
nlth,4,9.841448244098858,0
wipro,62,7.307751430141426,0
madhur912,86,6.984978037878375,0
started,25,8.192789618511476,0
exciting,1,10.757738975973014,0
hired,3,10.064591795413069,0
rewards!,1,10.757738975973014,0
win,7,9.371444614853123,0
digvijay13873,1,10.757738975973014,0
ninja,19,8.45515388297897,0
c++?,60,7.340012292359647,0
unordered_map,25,8.192789618511476,0
cognizant,43,7.666696522614698,0
genc,20,8.406363718809537,0
subhajeet2479,1,10.757738975973014,0
dynamic,94,6.897009264932418,0
key,76,7.1070807346792755,0
namankedia,9,9.148301063538913,0
name,72,7.160426715384568,0
reactjs,113,6.714687708138463,0
state,30,8.016898952047812,0
order-agnostic,1,10.757738975973014,0
search,243,5.9537179312397575,0
user_u3so,2,10.352273867864849,0
average,58,7.373348712627239,0
ith,5,9.659126687304903,0
original,29,8.049688774870804,0
applications,68,7.2167796519357,0
real,39,7.762006702419023,0
world,46,7.6007385548229,0
concept,17,8.560514398636794,0
containers,11,8.965979506744958,0
kubernetes,5,9.659126687304903,0
mehabhalodiya,1,10.757738975973014,0
abhaypratap13092002,1,10.757738975973014,0
dart,34,7.895538095043546,0
duplicate,46,7.6007385548229,0
files,96,6.876175178029576,0
finding,57,7.39044314598654,0
vibhutijain99,1,10.757738975973014,0
garry133,3,10.064591795413069,0
abp25,2,10.352273867864849,0
qualcomm,35,7.867367218076849,0
abbreviation,1,10.757738975973014,0
c#,185,6.225139482819758,0
display,56,7.4078348886984084,0
mohan1240760,6,9.504976007477646,0
text,158,6.381981954312727,0
defect,2,10.352273867864849,0
leakage,1,10.757738975973014,0
satyabrata_jena,73,7.146821063328789,0
understanding,55,7.42553446579781,0
absolute,109,6.750405790740543,0
b,94,6.897009264932418,0
decrementing,9,9.148301063538913,0
kartikmodi,49,7.538863151104813,0
vmware,34,7.895538095043546,0
analyst,53,7.461902109968685,0
citicorp,7,9.371444614853123,0
technology,76,7.1070807346792755,0
developer,133,6.553046356582048,0
epam,10,9.052990883734589,0
decodeuri(),3,10.064591795413069,0
encodeuri(),1,10.757738975973014,0
npg,1,10.757738975973014,0
installation,26,8.15504929052863,0
mechanics,1,10.757738975973014,0
solving,21,8.359843703174644,0
wvaibhava,1,10.757738975973014,0
channels,4,9.841448244098858,0
"components,",2,10.352273867864849,0
data,617,5.024397699075268,0
"definition,",9,9.148301063538913,0
kcjain1970,1,10.757738975973014,0
"types,",6,9.504976007477646,0
encoding,24,8.232010331664759,0
muskankhoiya,1,10.757738975973014,0
system?,6,9.504976007477646,0
persistent,23,8.272832326185014,0
systems,144,6.4741524141123845,0
sde-1,130,6.5756888333318075,0
alka16,1,10.757738975973014,0
connection,14,8.742835955430749,0
issues,12,8.885936799071423,0
ssh,5,9.659126687304903,0
troubleshoot,3,10.064591795413069,0
azure,16,8.617672812476743,0
deploying,3,10.064591795413069,0
shreyansh2511,1,10.757738975973014,0
31pi/3,1,10.757738975973014,0
tan,4,9.841448244098858,0
libraries,17,8.560514398636794,0
parthmanchanda81,3,10.064591795413069,0
adding,67,7.231378451356853,0
symmetric,18,8.506447177366518,0
vibhor11,6,9.504976007477646,0
adichavan095,1,10.757738975973014,0
hashing,32,7.954378595066479,0
recent,2,10.352273867864849,0
utility,4,9.841448244098858,0
12,117,6.6802015320672945,0
commands,40,7.737314089828651,0
git,27,8.118681646357755,0
mohammedhamza,1,10.757738975973014,0
used,40,7.737314089828651,0
c/c++,184,6.230530331454634,0
dhanshreekulkarni21,1,10.757738975973014,0
example,122,6.638701801160542,0
strcat(),3,10.064591795413069,0
bistpratham,6,9.504976007477646,0
dataframe,76,7.1070807346792755,0
pandas,201,6.1426184591317545,0
plot,55,7.42553446579781,0
time,295,5.760526702208899,0
associate,76,7.1070807346792755,0
smritisinha346,1,10.757738975973014,0
ahirsudarshan794,1,10.757738975973014,0
elite,14,8.742835955430749,0
evaluator,1,10.757738975973014,0
prakhargupta24,2,10.352273867864849,0
xpath,2,10.352273867864849,0
amigo01,1,10.757738975973014,0
copy,41,7.713216538249591,0
choudharygaurav223,1,10.757738975973014,0
deloitte,33,7.924525631916797,0
steps,93,6.907591374262955,0
vivekvarshney40hd,1,10.757738975973014,0
digital,148,6.4469398505874995,0
specialist,15,8.678297434293178,0
bot,13,8.8118288269177,0
dwaipayanbandyopadhyay2,1,10.757738975973014,0
telegram,4,9.841448244098858,0
mithlesh upadhyay,18,8.506447177366518,0
syllabus,9,9.148301063538913,0
lists,85,6.996538860279451,0
mohdanas1612,1,10.757738975973014,0
address?,2,10.352273867864849,0
ip,45,7.622244760043864,0
keshadi,2,10.352273867864849,0
form?,2,10.352273867864849,0
radical,1,10.757738975973014,0
sin(225°),1,10.757738975973014,0
btech19eskcs099,8,9.25366157919674,0
notation?,1,10.757738975973014,0
life,28,8.083590326546485,0
trigonometry?,1,10.757738975973014,0
corresponds,1,10.757738975973014,0
downward,2,10.352273867864849,0
kartikey134,12,8.885936799071423,0
node,197,6.1626191258384235,0
path,205,6.1230099877433775,0
corner,20,8.406363718809537,0
geeks,7,9.371444614853123,0
live,14,8.742835955430749,0
workshops,1,10.757738975973014,0
eclipse,3,10.064591795413069,0
ide,4,9.841448244098858,0
java?,91,6.929097579483919,0
prernap1909,3,10.064591795413069,0
amulshaturia,2,10.352273867864849,0
blocks,19,8.45515388297897,0
continuous,15,8.678297434293178,0
diagonals,17,8.560514398636794,0
atharvachavan29,1,10.757738975973014,0
atos,1,10.757738975973014,0
earn,5,9.659126687304903,0
github?,4,9.841448244098858,0
money,12,8.885936799071423,0
table,104,6.796925806375436,0
update,45,7.622244760043864,0
utkarshtyagi0066,1,10.757738975973014,0
edge,33,7.924525631916797,0
extensions,4,9.841448244098858,0
antimadwivedi28,6,9.504976007477646,0
rj13to,2,10.352273867864849,0
samsung,109,6.750405790740543,0
consultant,15,8.678297434293178,0
oracle,124,6.622572419230658,0
direct,10,9.052990883734589,0
plane,17,8.560514398636794,0
remainder,27,8.118681646357755,0
angular,32,7.954378595066479,0
component,40,7.737314089828651,0
dialog,9,9.148301063538913,0
primeng,2,10.352273867864849,0
taran910,16,8.617672812476743,0
harshvar70,1,10.757738975973014,0
juspay,5,9.659126687304903,0
prasanthksp,2,10.352273867864849,0
programmer,25,8.192789618511476,0
calculated?,1,10.757738975973014,0
"cosine,",1,10.757738975973014,0
"sine,",1,10.757738975973014,0
tangent,2,10.352273867864849,0
dataset?,1,10.757738975973014,0
vkvkumar2001,1,10.757738975973014,0
(linear,3,10.064591795413069,0
characteristics,13,8.8118288269177,0
non-linear),1,10.757738975973014,0
v-i,1,10.757738975973014,0
usi,6,9.504976007477646,0
apply,18,8.506447177366518,0
colors,31,7.985150253733233,0
different,220,6.052723455015206,0
document,23,8.272832326185014,0
html,810,4.7526181024175465,0
ways,250,5.925433217401175,0
substrings,120,6.655095610936218,0
flatten,14,8.742835955430749,0
place,23,8.272832326185014,0
darkphoenix349,1,10.757738975973014,0
doubled,1,10.757738975973014,0
bangalore,48,7.559065858422333,0
institute,7,9.371444614853123,0
research,29,8.049688774870804,0
(binary,2,10.352273867864849,0
3,440,5.361841281086113,0
avoiding,4,9.841448244098858,0
pointer,79,7.0688595218590775,0
search),3,10.064591795413069,0
ternary,23,8.272832326185014,0
